job_id,model,condition,job_status,fps,max_frames,total_tokens,max_new_tokens,prompt,trial,query_id,query,spans,variant,repeat,status,parse_status,span_count,invalid_span_count,wall_s,preprocess_s,generate_s,decode_parse_s,peak_allocated_gib,peak_reserved_gib,input_tokens,output_tokens,hit_output_limit,incomplete_output,legacy_span_count,legacy_discards_spans,error
timelens-8b__B_fps1_tokens32768,timelens-8b,B_fps1_tokens32768,success,1,512,32768,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 6.0], [8.0, 14.0], [16.0, 21.0], [23.0, 28.0], [29.0, 32.0], [33.0, 37.0], [55.0, 60.0], [63.0, 68.0], [72.0, 76.0], [78.0, 81.0], [84.0, 88.0], [90.0, 94.0], [98.0, 102.0], [104.0, 108.0], [110.0, 114.0], [116.0, 120.0], [123.0, 128.0], [131.0, 134.0], [136.0, 140.0], [142.0, 157.0], [160.0, 165.0], [168.0, 177.0], [179.0, 182.0], [184.0, 187.0], [189.0, 193.0], [195.0, 199.0], [201.0, 207.0]]",0,0,ok,json,27,0,71.68001328920946,32.11430118698627,39.56415907293558,0.0015248972922563553,25.112221717834473,27.357421875,30411,380,False,False,0,True,
timelens-8b__B_fps1_tokens32768,timelens-8b,B_fps1_tokens32768,success,1,512,32768,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 6.0], [7.0, 13.0], [16.0, 21.0], [23.0, 28.0], [29.0, 32.0], [33.0, 37.0], [54.0, 60.0], [63.0, 68.0], [72.0, 76.0], [78.0, 81.0], [84.0, 88.0], [90.0, 94.0], [102.0, 107.0], [110.0, 115.0], [117.0, 122.0], [124.0, 128.0], [132.0, 135.0], [137.0, 141.0], [142.0, 150.0], [152.0, 157.0], [160.0, 165.0], [168.0, 177.0], [179.0, 182.0], [183.0, 187.0], [189.0, 193.0], [195.0, 199.0], [201.0, 207.0]]",0,0,ok,json,27,0,65.24629908520728,29.34019412426278,35.90533181000501,0.0007489277049899101,25.11313819885254,27.357421875,30415,381,False,False,0,True,
timelens-8b__B_fps1_tokens32768,timelens-8b,B_fps1_tokens32768,success,1,512,32768,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 137.0], [158.0, 160.0], [208.0, 215.0]]",0,0,ok,json,3,0,42.28009800706059,28.016103104222566,14.26352051179856,0.0004492620937526226,25.111534118652344,27.357421875,30408,48,False,False,0,True,
timelens-8b__B_fps1_tokens32768,timelens-8b,B_fps1_tokens32768,success,1,512,32768,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[40.0, 46.0], [48.0, 53.0], [82.0, 84.0], [95.0, 98.0], [134.0, 136.0], [158.0, 161.0], [170.0, 173.0], [185.0, 187.0], [191.0, 193.0], [198.0, 206.0]]",0,0,ok,json,10,0,48.69139221403748,28.165250801015645,20.525590987876058,0.000527398195117712,25.112908840179443,27.357421875,30414,145,False,False,0,True,
timelens-8b__B_fps1_tokens32768,timelens-8b,B_fps1_tokens32768,success,1,512,32768,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,39.734704370144755,28.43090222682804,11.303107420913875,0.0006694854237139225,25.11245059967041,27.357421875,30412,2,False,False,0,False,
timelens2-4b__C_fps2_tokens32768,timelens2-4b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 6.0], [7.0, 14.0], [15.0, 22.0], [23.0, 28.0], [29.0, 36.0]]",0,0,ok,json,5,0,61.67922020889819,48.10263858968392,13.575389656238258,0.0011649602092802525,16.835187911987305,18.79296875,34130,58,False,False,5,False,
timelens2-4b__C_fps2_tokens32768,timelens2-4b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[7.0, 14.0], [23.0, 28.0], [29.0, 36.0]]",0,0,ok,json,3,0,50.92305654101074,39.20596842188388,11.71666414802894,0.00040374835953116417,16.83569860458374,19.412109375,34134,36,False,False,3,False,
timelens2-4b__C_fps2_tokens32768,timelens2-4b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,3,bench,Players on the bench celebrate.,"[[60.0, 62.0], [94.0, 97.0], [134.0, 136.0], [157.0, 160.0], [208.0, 216.0]]",0,0,ok,json,5,0,52.80747193703428,39.24658653372899,13.560414653271437,0.00045146094635128975,16.833852767944336,19.412109375,34127,67,False,False,5,False,
timelens2-4b__C_fps2_tokens32768,timelens2-4b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[40.0, 46.0], [47.0, 48.0], [51.0, 53.0]]",0,0,ok,json,3,0,50.457489024382085,38.656437867321074,11.800586585886776,0.00044221989810466766,16.83486270904541,19.412109375,34133,37,False,False,3,False,
timelens2-4b__C_fps2_tokens32768,timelens2-4b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,48.42050716700032,38.730177614837885,9.689464005175978,0.0008462215773761272,16.83452606201172,19.412109375,34131,2,False,False,0,False,
timelens-8b__C_fps2_tokens32768,timelens-8b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 2.0], [4.0, 6.0], [7.0, 14.0], [15.0, 22.0], [23.0, 28.0], [29.0, 36.0], [54.0, 60.0], [63.0, 67.0], [68.0, 72.0], [73.0, 76.0], [79.0, 82.0], [84.0, 88.0], [90.0, 94.0], [102.0, 107.0], [110.0, 115.0], [117.0, 122.0], [124.0, 128.0], [129.0, 133.0], [136.0, 141.0], [142.0, 150.0], [153.0, 157.0], [160.0, 165.0], [167.0, 170.0], [173.0, 177.0], [179.0, 182.0], [182.0, 185.0], [187.0, 190.0], [193.0, 198.0], [200.0, 204.0], [206.0, 208.0]]",0,0,ok,json,30,0,81.67131041781977,39.3117890949361,42.35795026877895,0.0015459000132977962,26.136300086975098,28.35546875,34130,422,False,False,0,True,
timelens-8b__C_fps2_tokens32768,timelens-8b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 2.0], [7.0, 14.0], [22.0, 28.0], [54.0, 60.0], [63.0, 69.0], [70.0, 76.0], [79.0, 82.0], [84.0, 88.0], [90.0, 94.0], [102.0, 107.0], [110.0, 115.0], [117.0, 120.0], [124.0, 128.0], [137.0, 141.0], [142.0, 150.0], [153.0, 157.0], [167.0, 170.0], [173.0, 178.0], [180.0, 182.0], [183.0, 185.0], [188.0, 191.0], [193.0, 198.0], [200.0, 204.0], [206.0, 208.0]]",0,0,ok,json,24,0,75.04560040822253,38.63510731700808,36.40982082718983,0.0006471467204391956,26.137248516082764,28.35546875,34134,342,False,False,0,True,
timelens-8b__C_fps2_tokens32768,timelens-8b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,3,bench,Players on the bench celebrate.,"[[59.0, 62.0], [94.0, 98.0], [134.0, 136.0], [157.0, 160.0], [207.0, 210.0]]",0,0,ok,json,5,0,57.25384140992537,39.40862464904785,17.844706762116402,0.0004870109260082245,26.135589599609375,28.35546875,34127,74,False,False,0,True,
timelens-8b__C_fps2_tokens32768,timelens-8b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[39.0, 46.0], [48.0, 53.0], [82.0, 84.0], [123.0, 128.0], [135.0, 138.0], [150.0, 153.0], [171.0, 173.0], [185.0, 187.0], [192.0, 194.0], [198.0, 200.0], [204.0, 206.0], [208.0, 210.0]]",0,0,ok,json,12,0,64.0240624640137,39.04383961297572,24.979620563797653,0.000578876119107008,26.137011528015137,28.35546875,34133,177,False,False,0,True,
timelens-8b__C_fps2_tokens32768,timelens-8b,C_fps2_tokens32768,success,2,512,32768,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,51.01925584441051,38.172817923128605,12.846032208297402,0.00038126762956380844,26.136537551879883,28.35546875,34131,2,False,False,0,False,
timelens2-4b__D_fps1_tokens16384,timelens2-4b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[1.0, 2.0], [10.0, 14.0], [15.0, 22.0], [23.0, 28.0], [30.0, 36.0], [60.0, 62.0], [66.0, 68.0], [73.0, 76.0], [98.0, 102.0], [111.0, 114.0], [124.0, 128.0], [154.0, 157.0], [177.0, 181.0], [194.0, 197.0]]",0,0,ok,json,14,0,39.17486837413162,27.946873243898153,11.226846192032099,0.001120538916438818,12.56301212310791,13.54296875,17091,178,False,False,14,False,
timelens2-4b__D_fps1_tokens16384,timelens2-4b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[7.0, 10.0], [11.0, 13.0], [23.0, 25.0], [26.0, 28.0]]",0,0,ok,json,4,0,32.20897643826902,26.467570743057877,5.740989718120545,0.00039391592144966125,12.56418228149414,13.54296875,17095,48,False,False,4,False,
timelens2-4b__D_fps1_tokens16384,timelens2-4b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 160.0], [208.0, 217.0]]",0,0,ok,json,2,0,30.853618153836578,25.896825585048646,4.956307899206877,0.0004618139937520027,12.562827587127686,13.54296875,17088,29,False,False,2,False,
timelens2-4b__D_fps1_tokens16384,timelens2-4b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[39.0, 46.0]]",0,0,ok,json,1,0,27.58684038836509,23.25033690733835,4.336167491972446,0.0003162287175655365,12.56398868560791,13.54296875,17094,13,False,False,1,False,
timelens2-4b__D_fps1_tokens16384,timelens2-4b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,30.33404265716672,26.42612575273961,3.9070498840883374,0.0008434401825070381,12.563602447509766,13.54296875,17092,2,False,False,0,False,
timelens-8b__D_fps1_tokens16384,timelens-8b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,1,shot,A player attempts a shot at the basket.,"[[0.0, 2.0], [5.0, 6.0], [8.0, 10.0], [12.0, 14.0], [16.0, 18.0], [23.0, 26.0], [28.0, 30.0], [32.0, 34.0], [35.0, 37.0], [73.0, 76.0], [78.0, 81.0], [84.0, 88.0], [90.0, 94.0], [98.0, 101.0], [103.0, 107.0], [110.0, 114.0], [124.0, 128.0], [130.0, 133.0], [136.0, 140.0], [142.0, 146.0], [152.0, 157.0], [160.0, 165.0], [168.0, 171.0], [173.0, 177.0], [179.0, 182.0], [183.0, 186.0], [188.0, 192.0], [194.0, 198.0], [199.0, 202.0], [204.0, 207.0]]",0,0,ok,json,30,0,53.38279962306842,27.22367274016142,26.157460022717714,0.0016382220201194286,21.243436813354492,22.375,17091,421,False,False,0,True,
timelens-8b__D_fps1_tokens16384,timelens-8b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,2,dark_shot,A player wearing a dark jersey attempts a shot at the basket.,"[[0.0, 2.0], [7.0, 10.0], [12.0, 14.0], [17.0, 20.0], [23.0, 26.0], [28.0, 30.0], [33.0, 36.0], [73.0, 76.0], [98.0, 101.0], [124.0, 128.0], [136.0, 140.0], [142.0, 146.0], [152.0, 156.0], [160.0, 165.0], [172.0, 178.0], [182.0, 185.0], [188.0, 190.0], [194.0, 198.0], [200.0, 203.0], [206.0, 209.0]]",0,0,ok,json,20,0,46.19914481602609,27.072561660781503,19.125931526068598,0.000629977323114872,21.244354248046875,22.375,17095,283,False,False,0,True,
timelens-8b__D_fps1_tokens16384,timelens-8b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,3,bench,Players on the bench celebrate.,"[[134.0, 136.0], [157.0, 160.0], [208.0, 215.0]]",0,0,ok,json,3,0,34.06994292093441,26.434818181674927,7.634699168149382,0.00040579307824373245,21.242745876312256,22.375,17088,48,False,False,0,True,
timelens-8b__D_fps1_tokens16384,timelens-8b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,4,closeup,The camera shows a close-up of a player's face.,"[[40.0, 46.0], [51.0, 54.0], [82.0, 84.0], [95.0, 98.0], [123.0, 128.0], [134.0, 136.0], [157.0, 160.0], [166.0, 172.0], [185.0, 193.0], [199.0, 206.0], [208.0, 214.0]]",0,0,ok,json,11,0,40.26301834825426,27.22845883620903,13.03398219589144,0.0005542528815567493,21.24412441253662,22.375,17094,160,False,False,0,True,
timelens-8b__D_fps1_tokens16384,timelens-8b,D_fps1_tokens16384,success,1,512,16384,2048,all-json,5,football,A player kicks a soccer ball into a goal.,[],0,0,ok,json_empty,0,0,32.64417772181332,27.221220918931067,5.422527330927551,0.00040108710527420044,21.24366569519043,22.375,17092,2,False,False,0,False,
